Word	uniqueID	Example image	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	WordNet Synonyms	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	"Definition (from WordNet, Google, or Wikipedia)"	Number of word meanings in list
spoon	spoon	https://imgur.com/LMpOd7G	0	1	2662.5	4.96	6989	6194	0.91	4377	829	388	Noun		container	"kitchen tool, tool"	eating utensil	spoon	n04284002	spoon%1:06:00::	spoon#1	spoon.n.01	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	1
spout	spout	https://imgur.com/u8ViFcW	0	1	12552	4.67	396	391	0.89	20374	130	52	Verb				plumbing fixture	spout	n04287153	spout%1:06:00::	spout#1	spout.n.01	an opening that allows the passage of liquids or grain	1
spring roll	spring_roll	https://imgur.com/zmhirdO	1	1	15003	4.96	36					0	#N/A	food		food	food	spring_roll					"an Asian snack consisting of rice paper filled with minced vegetables and usually meat, rolled into a cylinder and fried"	1
springboard	springboard	https://imgur.com/CxbXcFC	0	1	14499	4.24	743	615	0.91	16472	152	4	Noun			sports equipment	"gymnastics equipment, exercise equipment"	springboard	n04288673	springboard%1:06:00::	springboard#1	springboard.n.01	a flexible board for jumping upward	1
sprinkler	sprinkler	https://imgur.com/YWDdw47	0	0.96	7671.5	4.89	681	882	0.91	13700	92	47	Noun				lawn equipment	sprinkler	n04289027	sprinkler%1:06:00::	sprinkler#1	sprinkler.n.01	mechanical device that attaches to a garden hose for watering lawn or garden	1
sprouts	sprouts	https://imgur.com/nXYC3ET	0	1	9192	4.64	1729	1279	0.88	11483	146	46	Verb	"food, vegetable"		"food, vegetable"	"food, vegetable"	sprouts					"young shoots eaten as a vegetable, especially the shoots of alfalfa, mung beans, or soybeans"	1
spur	spur	https://imgur.com/cjChjzi	0	1	9605	4.57	1233	1400	0.94	10473		73	Noun				shoe accessory	"spur, gad"	n04290259	spur%1:06:00::	spur#4	spur.n.04	a sharp prod fixed to a rider's heel and used to urge a horse onward	1
squash	squash	https://imgur.com/T2L9RVR	0	1	6587	4.7	4419	2957	0.88	7028	626	223	Noun	vegetable	vegetable	"food, vegetable"	vegetable	squash	n07715561	squash%1:13:00::	squash#2	squash.n.02	edible fruit of a squash plant; eaten as a vegetable	1
squeegee	squeegee	https://imgur.com/In5P8Dt	0	0.97	15453	4.75	107	105	0.82	34220	16	14	Noun			tool	cleaning tool	squeegee	n04292921	squeegee%1:06:00::	squeegee#1	squeegee.n.01	T-shaped cleaning implement with a rubber edge across the top; drawn across a surface to remove water (as in washing windows)	1
squid	squid	https://imgur.com/R2txHJX	0	1	8497.5	4.71	1641	1271	0.83	11891	155	141	Noun		animal	"animal, food"	"seafood, sea creature"	squid	n01971280	squid%1:05:00::	squid#2	squid.n.02	widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins	1
squirrel	squirrel	https://imgur.com/T36p7Za	0	1	4688.5	4.89	2259	2885	0.91	7008	237	279	Noun	animal	animal	animal	animal	squirrel	n02355227	squirrel%1:05:00::	squirrel#1	squirrel.n.01	a kind of arboreal rodent having a long bushy tail	1
squirt gun	squirt_gun	https://imgur.com/zl970MT	1	1	14409	5	44					0	#N/A	toy	toy	toy	"water toy, toy"	"water_pistol, water_gun, squirt_gun, squirter"	n04561548	squirt_gun%1:06:00::	squirt_gun#1	squirt_gun.n.01	plaything consisting of a toy pistol that squirts water	1
stained glass	stained_glass	https://imgur.com/Iq7mdMB	1	1	6768	5	835					0	#N/A			home decor	"decorative glass, window"	stained_glass	n14882793	stained_glass%1:27:00::	stained_glass#1	stained_glass.n.01	glass that has been colored in some way; used for church windows	1
stair	stair	https://imgur.com/LWHA63C	0	1	2056	4.93	1050	12171	0.86	2880	369	69	Noun				step	"step, stair"	n04314914	stair%1:06:00::	stair#1	stair.n.01	support consisting of a place to rest the foot while ascending or descending a stairway	1
stake	stake	https://imgur.com/iKXaFAg	0	1	8365	4.21	10628	12603	0.96	2607		847	Noun				camping equipment	stake	n04298765	stake%1:06:00::	stake#5	stake.n.05	a strong wooden or metal post with a point at one end so it can be driven into the ground	1
stalagmite	stalagmite	https://imgur.com/xxPhl2p	0	0.93	18617	4.36	37	117	0.82	33005		1	Noun				geological formation	stalagmite	n09443921	stalagmite%1:17:00::	stalagmite#1	stalagmite.n.01	a cylinder of calcium carbonate projecting upward from the floor of a limestone cave	1
stamp	stamp1	https://imgur.com/6bjzXj3	0	1	5812.5	4.7	3454	4611	0.95	5193	1436	302	Noun				postage	"postage, postage_stamp, stamp"	n06796119	stamp%1:10:01::	stamp#4	stamp.n.04	a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid	2
stamp	stamp2	https://imgur.com/n2j4bON	0	1	5812.5	4.7	3454	4611	0.95	5193	1436	302	Noun		tool	tool	"craft supply, art supply"	stamp	n04299963	stamp%1:06:02::	stamp#8	stamp.n.08	a block or die used to imprint a mark or design	2
staple	staple	https://imgur.com/gmOMmbz	0	1	9765.5	4.34	2338	2759	0.93	7116	348	57	Noun	office supply		office supply	office supply	staple	n04303095	staple%1:06:02::	staple#5	staple.n.05	paper fastener consisting of a short length of U-shaped wire that can fasten papers together	1
staple gun	staple_gun	https://imgur.com/Cbmi7pm	1	1	13862	5	63					0	#N/A	tool		tool	"tool, hand tool"	"staple_gun, staplegun, tacker"	n04303357	staple_gun%1:06:00::	staple_gun#1	staple_gun.n.01	a hand-held machine for driving staples home	1
stapler	stapler	https://imgur.com/p734nlV	0	1	16398.5	4.62	133	124	0.85	32072	13	44	Noun	office supply		office supply	office supply	"stapler, stapling_machine"	n04303497	stapler%1:06:00::	stapler#1	stapler.n.01	a machine that inserts staples into sheets of paper in order to fasten them together	1
star fruit	star_fruit	https://imgur.com/gRJJA9F	1	0.96	17176.5	4.73	42					0	#N/A	fruit	fruit	"food, fruit"	"fruit, exotic fruit"	"carambola, star_fruit"	n07746551	star_fruit%1:13:00::	star_fruit#1	star_fruit.n.01	deeply ridged yellow-brown tropical fruit; used raw as a vegetable or in salad or when fully ripe as a dessert	1
starfish	starfish	https://imgur.com/OcSM2MD	0	1	10626.5	4.9	453	332	0.87	22045	99	38	Noun		animal	animal	"sea animal, sea creature"	"starfish, sea_star"	n02317335	starfish%1:05:00::	starfish#1	starfish.n.01	echinoderms characterized by five arms extending from a central disk	1
station wagon	station_wagon	https://imgur.com/lHyeulz	1	1	5629.5	5	1258					0	#N/A	vehicle	"container, vehicle"	vehicle	"car, vehicle"	"beach_wagon, station_wagon, wagon, estate_car, beach_waggon, station_waggon, waggon"	n02814533	station_wagon%1:06:00::	station_wagon#1	station_wagon.n.01	a car that has a long body and rear door with space behind rear seat	1
statue	statue	https://imgur.com/CXq7xGS	0	1	2725	4.93	6545	7058	0.95	3902	932	540	Noun			home decor	"monument, sculpture"	statue	n04306847	statue%1:06:00::	statue#1	statue.n.01	a sculpture representing a human or animal	1
steak	steak	https://imgur.com/s5exRbb	0	1	2836.5	4.96	5597	5596	0.92	4678	481	828	Noun	food		food	"meat, food"	steak	n07657903	steak%1:13:00::	steak#1	steak.n.01	a slice of meat cut from the fleshy part of an animal or large fish	1
steamroller	steamroller	https://imgur.com/uaWY4ZQ	0	1	15063	4.79	176	104	0.82	34290		12	Noun		vehicle	vehicle	"farm equipment, construction vehicle"	"steamroller, road_roller"	n04310157	steamroller%1:06:00::	steamroller#2	steamroller.n.02	vehicle equipped with heavy wide smooth rollers for compacting roads and pavements	1
steering wheel	steering_wheel	https://imgur.com/8SIhLYX	1	1	5473.5	4.86	2328					0	#N/A	part of car		part of car	part of car	"steering_wheel, wheel"	n04313503	steering_wheel%1:06:00::	steering_wheel#1	steering_wheel.n.01	a handwheel that is used for steering	1
stem	stem	https://imgur.com/rRaasYm	0	1	5550	4.63	8947	8963	0.9	3437	1270	114	Noun				part of plant	"stalk, stem"	n13129165	stem%1:20:00::	stem#2	stem.n.02	a slender or elongated structure that supports a plant or fungus or a plant part or plant organ	1
step stool	step_stool	https://imgur.com/1UHkjV1	1	1	19381.5	4.78	57					0	#N/A	furniture	furniture	furniture	"furniture, climbing tool"	step_stool	n04315713	step_stool%1:06:00::	step_stool#1	step_stool.n.01	a stool that has one or two steps that fold under the seat	1
stereo	stereo	https://imgur.com/43CnWSr	0	1	7049.5	4.63	3729	3454	0.93	6240		304	Noun	electronic device		electronic device	"music player, electronic device"	"stereo, stereophony, stereo_system, stereophonic_system"	n04315948	stereo%1:06:00::	stereo#1	stereo.n.01	reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	1
stethoscope	stethoscope	https://imgur.com/8keo7da	0	1	10045	4.86	531	464	0.89	19001		48	Noun	medical equipment		medical equipment	medical equipment	stethoscope	n04317175	stethoscope%1:06:00::	stethoscope#1	stethoscope.n.01	a medical instrument for listening to the sounds generated inside the body	1
stew	stew	https://imgur.com/xva6rEW	0	1	9194.5	4.43	3020	2725	0.92	7230	345	328	Noun	food	food	food	"food, soup"	stew	n07588947	stew%1:13:00::	stew#2	stew.n.02	food prepared by stewing especially meat or fish with vegetables	1
stick	stick	https://imgur.com/XK6oE2b	0	1	5596	4.59	10298	11795	0.94	2766	4357	4953	Verb				wood	stick	n04317420	stick%1:06:00::	stick#1	stick.n.01	an implement consisting of a length of wood	1
sticker	sticker	https://imgur.com/xkr8cNb	0	1	6966	4.67	2198	2939	0.94	6806	184	142	Noun				decoration	"gummed_label, sticker, paster"	n07272545	sticker%1:10:00::	sticker#2	sticker.n.02	an adhesive label	1
stiletto	stiletto	https://imgur.com/Qpjouvj	0	0.96	11580.5	4.74	319	422	0.86	20056		17	Noun			clothing	shoe	"stiletto, heels"					"a woman's shoe with a thin, high tapering heel"	1
stilt	stilt	https://imgur.com/kmZNVwB	0	0.97	12880.5	4.5	135	560	0.83	17942	14	2	Noun	toy		toy	"walking device, toy"	stilt	n04319937	stilt%1:06:00::	stilt#2	stilt.n.02	one of two stout poles with foot rests in the middle; used for walking high above the ground	1
stingray	stingray	https://imgur.com/kmPZTXA	0	1	11834.5	4.9	300	227	0.56	30291	27	15	Name		animal	animal	"sea animal, aquatic animal"	stingray	n01498041	stingray%1:05:00::	stingray#1	stingray.n.01	large venomous ray with large barbed spines near the base of a thin whiplike tail capable of inflicting severe wounds	1
stir fry	stir_fry	https://imgur.com/XrgPAZZ	1	1	20700	4.43	18					0	#N/A	food		food	food	stir_fry					"a dish of stir-fried meat, vegetables cooked in a lightly oiled wok or frying pan over high heat; traditional Chinese dish"	1
stirrup	stirrup	https://imgur.com/Qj1LvRA	0	0.97	9887.5	4.9	244	416	0.88	19958	72	12	Noun				horse equipment	"stirrup, stirrup_iron"	n04320973	stirrup%1:06:00::	stirrup#1	stirrup.n.01	support consisting of metal loops into which rider's feet go	1
stockings	stockings	https://imgur.com/9zRzPT6	0	1	8179.5	4.62	1686				487	190	Noun	clothing	clothing	clothing	"clothing, women's clothing"	stocking	n04323819	stocking%1:06:00::	stocking#1	stocking.n.01	close-fitting hosiery to cover the foot and leg; come in matched pairs (usually used in the plural)	1
stomach	stomach	https://imgur.com/Euxel2z	0	1	2386	4.89	16808	13845	0.91	2519		1725	Noun	body part	body part	body part	body part	"abdomen, venter, stomach, belly"	n05556943	stomach%1:08:01::	stomach#2	stomach.n.02	the region of the body of a vertebrate between the thorax and the pelvis	1
stool	stool	https://imgur.com/R5sGp62	0	1	4059	4.9	3718	3729	0.91	6068	864	179	Noun	furniture	furniture	furniture	"furniture, chair, seat"	stool	n04326896	stool%1:06:00::	stool#1	stool.n.01	a simple seat without a back or arms	1
stopwatch	stopwatch	https://imgur.com/S15B8Cv	0	1	10675.5	4.92	364	314	0.9	22269	48	37	Noun			sports equipment	time keeping device	"stopwatch, stop_watch"	n04328186	stopwatch%1:06:00::	stopwatch#1	stopwatch.n.01	a timepiece that can be started or stopped for exact timing (as of a race)	1
stove	stove1	https://imgur.com/mWvDd2R	0	1	2685.5	4.96	6628	6082	0.91	4427	615	387	Noun		kitchen appliance		heating device	"stove, kitchen_stove, range, kitchen_range, cooking_stove"	n04330340	stove%1:06:01::	stove#1	stove.n.01	a kitchen appliance used for cooking food	2
stove	stove2	https://imgur.com/msxsGAn	0	1	2685.5	4.96	6628	6082	0.91	4427	615	387	Noun	kitchen appliance		kitchen appliance	kitchen appliance	stove	n04330267	stove%1:06:00::	stove#2	stove.n.02	any heating apparatus	2
straightjacket	straightjacket	https://imgur.com/mCzgBli	0	1	17090	4.69	52	60	0.81	40682		7	Noun		clothing	clothing	restraint	"straitjacket, straightjacket"	n04332580	straightjacket%1:06:00::	straightjacket#1	straightjacket.n.01	a garment similar to a jacket that is used to bind the arms tightly against the body as a means of restraining a violent person	1
strainer	strainer	https://imgur.com/4MqBwML	0	1	13730	4.46	664	476	0.87	18954	27	14	Noun	kitchen tool		kitchen tool	kitchen tool	strainer	n04332243	strainer%1:06:00::	strainer#1	strainer.n.01	a filter to retain larger pieces while smaller pieces and liquids pass through	1
strap	strap	https://imgur.com/wWHTWdA	0	1	5257	4.79	2713	3838	0.9	5986	442	263	Noun				"securing device, fastener"	strap	n04333129	strap%1:06:01::	strap#1	strap.n.01	an elongated leather strip (or a strip of similar material) for binding things together or holding something in position	1
straw	straw1	https://imgur.com/YAo99VJ	0	1	4922	4.77	6642	5297	0.94	4774	1438	318	Noun				"animal food, agricultural product"	straw	n14959939	straw%1:27:00::	straw#1	straw.n.01	plant fiber used e.g. for making baskets and hats or as fodder	2
straw	straw2	https://imgur.com/6TaVp3i	0	1	4922	4.77	6642	5297	0.94	4774	1438	318	Noun				drinking utensil	"straw, drinking_straw"	n04334232	straw%1:06:00::	straw#4	straw.n.04	a thin paper or plastic tube used to suck liquids into the mouth	2
strawberry	strawberry	https://imgur.com/Eu62bZg	0	1	2891.5	5	3285	4326	0.92	5497		282	Noun	fruit	fruit	"food, fruit"	fruit	strawberry	n07745940	strawberry%1:13:00::	strawberry#1	strawberry.n.01	sweet fleshy red fruit	1
streetlight	streetlight	https://imgur.com/5dGz7tU	0	1	8770	4.82	435	791	0.87	14857		25	Noun				lighting	"streetlight, street_lamp"	n04335886	streetlight%1:06:00::	streetlight#1	streetlight.n.01	a lamp supported on a lamppost; for illuminating a street	1
stretcher	stretcher	https://imgur.com/cA6MMkT	0	1	10213	4.56	1162	1162	0.9	11973	191	113	Noun	medical equipment		medical equipment	medical equipment	stretcher	n04336792	stretcher%1:06:00::	stretcher#3	stretcher.n.03	a litter for transporting people who are ill or wounded or dead; usually consists of a sheet of canvas stretched between two poles	1
string cheese	string_cheese	https://imgur.com/5OzzCr5	1	1	12768	5	113					0	#N/A	food	food	food	"food, dairy product"	string_cheese	n07854707	string_cheese%1:13:00::	string_cheese#1	string_cheese.n.01	cheese formed in long strings twisted together	1
stroller	stroller	https://imgur.com/52qFJA9	0	1	6161	4.96	1124	1177	0.91	11773		45	Noun		"container, vehicle"	vehicle	baby equipment	"baby_buggy, baby_carriage, carriage, perambulator, pram, stroller, go-cart, pushchair, pusher"	n02766534	stroller%1:06:00::	stroller#2	stroller.n.02	a small vehicle with four wheels in which a baby or child is pushed around	1
stuffing	stuffing	https://imgur.com/baFrX7m	0	0.97	10217	4.57	1407	1129	0.89	12182	329	165	Noun	food	food	food	"food, thanksgiving food"	"stuffing, dressing"	n07678729	stuffing%1:13:00::	stuffing#1	stuffing.n.01	a mixture of seasoned ingredients used to stuff meats and vegetables	1
stump	stump	https://imgur.com/YvsvoIG	0	1	5983	4.78	2604	2785	0.86	7440	288	125	Noun				part of tree	"stump, tree_stump"	n13111504	stump%1:20:00::	stump#1	stump.n.01	the base part of a tree that remains standing after the tree has been felled	1
submarine	submarine	https://imgur.com/IksAw9P	0	1	5612.5	4.8	2416	2928	0.9	6983		362	Noun		vehicle	vehicle	navy vessel	"submarine, pigboat, sub, U-boat"	n04347754	sub%1:06:00::	sub#2	sub.n.02	a submersible warship usually armed with torpedoes	1
subway	subway	https://imgur.com/cKG0ln5	0	1	4271	4.86	5237	4349	0.93	5443	147	546	Noun	vehicle		vehicle	"public transportation, vehicle"	"metro, tube, underground, subway_system, subway"	n03757138	subway%1:06:00::	subway#1	subway.n.01	an electric railway operating below the surface of the ground (usually in a city)	1
sugar cube	sugar_cube	https://imgur.com/Q4TmbgF	1	0.96	16200.5	4.8	52					0	#N/A			food	sweetener	sugar_cube					a small cube of compacted sugar used especially for sweetening hot drinks	1
suit	suit	https://imgur.com/2qT93X0	0	1	976.5	4.97	25870	27066	0.95	1415	5043	3499	Noun	clothing	clothing	clothing	clothing	"suit, suit_of_clothes"	n04350905	suit%1:06:00::	suit#1	suit.n.01	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color	1
suitcase	suitcase	https://imgur.com/HjV4FCQ	0	1	3077	4.97	4160	4336	0.87	5667	585	683	Noun		container	container	luggage	"bag, traveling_bag, travelling_bag, grip, suitcase"	n02773838	suitcase%1:06:00::	suitcase#1	suitcase.n.01	a portable rectangular container for carrying clothes	1
sundae	sundae	https://imgur.com/UZO2kEm	0	1	13246.5	4.59	384	394	0.89	20287	11	81	Noun	dessert	"food, dessert"	"food, dessert"	dessert	"ice-cream_sundae, sundae"	n07616487	sundae%1:13:00::	sundae#1	sundae.n.01	ice cream served with a topping	1
sundial	sundial	https://imgur.com/d6bQfKf	0	0.97	14531.5	4.72	186	173	0.87	28521		23	Noun				time keeping device	sundial	n04355338	sundial%1:06:00::	sundial#1	sundial.n.01	timepiece that indicates the daylight hours by the shadow that the gnomon casts on a calibrated dial	1
sunflower	sunflower	https://imgur.com/dKYcb2K	0	1	8191.5	4.8	942	1033	0.9	12740		34	Noun		plant	plant	flower	"sunflower, helianthus"	n11978233	sunflower%1:20:00::	sunflower#1	sunflower.n.01	any plant of the genus Helianthus having large flower heads with dark disk florets and showy yellow rays	1
sunglasses	sunglasses	https://imgur.com/PGAm15Y	0	1	5413.5	4.83	3906	2804	0.91	7140		201	Noun				eyewear	"sunglasses, dark_glasses, shades"	n04356056	sunglasses%1:06:00::	sunglasses#1	sunglasses.n.01	spectacles that are darkened or polarized to protect the eyes from the glare of the sun	1
sunroof	sunroof	https://imgur.com/kVsAkGk	0	1	15186.5	4.68	220	160	0.87	29328	57	22	Noun	part of car		part of car	"vehicle feature, part of car"	"sunroof, sunshine-roof"	n04357121	sunroof%1:06:00::	sunroof#1	sunroof.n.01	an automobile roof having a sliding or raisable panel	1
